epoch	loss	acc	val_loss	val_acc
0	4.681870494876896	0.01783033033033033	4.393708124533072	0.057057057112992346
1	4.1425686526942895	0.08079954954954954	3.787345206057345	0.12012012018724247
2	3.6849553148309746	0.13457207207207209	3.399588091595395	0.19181681690631328
3	3.354838249561665	0.18524774774774774	3.2186513247790636	0.21584084075134438
4	3.125999807237505	0.2262575075075075	2.983213961661399	0.2728978978978979
5	2.9303290221068234	0.27111486486486486	2.7600598643133947	0.3130630633315524
6	2.7421547299748785	0.3078078078078078	2.5663262709483012	0.3573573574468538
7	2.572890165689829	0.34365615615615613	2.4369890711329005	0.38438438393690205
8	2.443370042978464	0.37105855855855857	2.317964791535615	0.4080330328540401
9	2.3038013976615472	0.40230855855855857	2.2621772597143956	0.42830330321380683
10	2.184273261565704	0.4329954954954955	2.0978891026150355	0.46809309354057543
11	2.039056916852613	0.47072072072072074	2.0486752349693136	0.4793543542648579
12	1.9894151068306543	0.47888513513513514	1.9164873257771626	0.517642641747678
13	1.8518607652223147	0.5134196696696697	1.8906504270192739	0.522897897539912
14	1.7382683907901202	0.540259009009009	1.817891223294599	0.5360360354990572
15	1.6818533495023802	0.5526463963963963	1.6839230325486925	0.5750750743591033
16	1.6004579439535513	0.5765765765765766	1.6213401287525624	0.5848348341188632
17	1.5381894798966143	0.5971283783783784	1.5628062762297668	0.5960960964540819
18	1.457439230369018	0.6091403903903904	1.4864276729904495	0.622747747210769
19	1.387775797743697	0.628003003003003	1.4227424559292492	0.6411411402461765
20	1.3300201141082488	0.6476163663663663	1.4399439561832417	0.6219969977129687
21	1.2876147840832088	0.6527777777777778	1.3704301405239392	0.6505255249885468
22	1.2031720228739329	0.6767079579579579	1.3091640762380652	0.6655405401825547
23	1.16496129078908	0.6875938438438438	1.3045137057433258	0.6629129139868705
24	1.1382854994352873	0.6951951951951952	1.246404764172551	0.6753003004792932
25	1.0935175286398993	0.7030780780780781	1.2385180798378792	0.6798048037308473
26	1.0660342873037756	0.7112424924924925	1.1376807274403158	0.7098348351928206
27	0.9929674264189001	0.730762012012012	1.1661032377420604	0.6974474472684545
28	0.9804313830785207	0.7328265765765766	1.0949869968511678	0.7188438445598155
29	0.9461601804326605	0.7449324324324325	1.062286736370923	0.7218468477418115
30	0.9050216066228735	0.7517830330330331	1.0551367514842265	0.7274774778354633
31	0.8825032154361049	0.7589151651651652	1.039112765509803	0.7214714723664362
32	0.8276585288591929	0.7766516516516516	1.038668746346826	0.7338588586798659
33	0.8186898929578764	0.7747747747747747	1.0113537576463487	0.7316066066066066
34	0.7964431484182317	0.7853791291291291	0.9827645140009241	0.741366367261331
35	0.752811303009858	0.7910097597597597	0.9559830849593108	0.747372373267337
36	0.7702908322617814	0.7880067567567568	0.9360383766907472	0.7518768759819122
37	0.7149406453152677	0.8025525525525525	0.918979090255302	0.765015015015015
38	0.6966986498675188	0.8085585585585585	0.8693475995335851	0.7725225235964801
39	0.6835279227556051	0.8085585585585585	0.9129458977295472	0.7582582577212795
40	0.6702563859320976	0.8146584084084084	0.9019551223462766	0.7612612623352188
41	0.6519545441991216	0.8150337837837838	0.850193532021554	0.7871621623411551
42	0.6063084878005065	0.8301426426426426	0.867792632844713	0.7766516521886304
43	0.6093572265393025	0.8295795795795796	0.8328611428315217	0.7860360356780501
44	0.5623899843241718	0.8420608108108109	0.8237580078858155	0.7819069069069069
45	0.5182143929484371	0.8580142642642643	0.8814550648938428	0.7725225234174872
46	0.5227817649597878	0.8529466966966966	0.8145074454155771	0.7987987989777917
47	0.5048716317067992	0.8585773273273273	0.7810335470749451	0.7987987989777917
48	0.4888852473135825	0.8631756756756757	0.8103887150595496	0.789789789252811
49	0.4828574380001148	0.8673048048048048	0.7986049648519751	0.793168168705147
50	0.46706772709751987	0.8700262762762763	0.7695204910931287	0.801051051051051
51	0.4499635508468559	0.875	0.7930090724526941	0.7935435431855576
52	0.4500977209022453	0.8708708708708709	0.7641115969007796	0.8029279270329633
53	0.4266122689655235	0.8782845345345346	0.7401150337926619	0.8055555551975697
54	0.4337687055627863	0.8773460960960962	0.8803685237695505	0.7672672663723026
55	0.40917373276329616	0.887575075075075	0.7366670212588152	0.8029279272119563
56	0.38322779419901853	0.8956456456456456	0.7274812084060531	0.8130630636000419
57	0.38928034516784166	0.8899211711711712	0.7365692338427982	0.8074324315374678
58	0.38263069670479577	0.892454954954955	0.7756029159815104	0.7976726732096514
59	0.3636696401301089	0.8979917417417418	0.7610228029457299	0.8100600611340176
60	0.33573439180314	0.9065315315315315	0.7364592988927801	0.8074324317164607
61	0.3478815176107504	0.9009947447447447	0.7394551908647692	0.8141891902631467
62	0.31870531543597086	0.9131006006006006	0.7363640306232212	0.8104354350774495
63	0.3285502550659237	0.9090653153153153	0.7014778956278667	0.8156906903327048
64	0.3136672597747665	0.9125375375375375	0.709503985740043	0.8153153151363224
65	0.30765950724527286	0.9115052552552553	0.6962729423969716	0.824699698804735
66	0.31224346894759675	0.910472972972973	0.7043150104917921	0.8209459452299742
67	0.29388251779852687	0.9226726726726727	0.7011673654521908	0.8235735746475311
68	0.2902969356413718	0.9192942942942943	0.7742910411980775	0.8018018025177736
69	0.3039866726140718	0.9151651651651652	0.6868362348000925	0.8209459461249389
70	0.2756312843915579	0.9213588588588588	0.7262813783622719	0.8198198199988127
71	0.2727047947791962	0.9253941441441441	0.7069031032356056	0.8228228221068511
72	0.2708103577116946	0.9221096096096096	0.6889971061511798	0.8269519526679237
73	0.258335024028927	0.9271771771771772	0.6818026211168673	0.8243243245033173
74	0.25785566861923037	0.9280217717717718	0.6875773403379652	0.8239489482329773
75	0.26033002173936404	0.9259572072072072	0.7000078485534714	0.8216966977706542
76	0.260376739251363	0.9263325825825826	0.7046439175133232	0.821321322037293
77	0.28640919073565946	0.9166666666666666	0.6743314629560476	0.831456457530414
78	0.2772621467664793	0.920045045045045	0.7092182049164185	0.8164414416204344
79	0.25714933585834215	0.925487987987988	0.6866638621052464	0.8209459461249389
80	0.2639924496322781	0.9253941441441441	0.7155544722044432	0.8160660658870731
81	0.23590454324945673	0.931493993993994	0.6747078254774168	0.8310810821550386
82	0.2404419231164205	0.9280217717717718	0.6761243812314741	0.8265765758606048
83	0.22018250388963087	0.9390015015015015	0.668070329202188	0.8284534539904322
84	0.21272572655756553	0.9409722222222222	0.7002471118001966	0.8183183172443608
85	0.23412355986443367	0.9340277777777778	0.8064667297913147	0.7976726717777081
86	0.23764269228454107	0.9333708708708709	0.6706148708188856	0.8231981978402123
87	0.24310027716217097	0.9278340840840841	0.6503895811132483	0.8344594587434877
88	0.2180055544541047	0.9361861861861862	0.72651298984035	0.8216966974126684
89	0.22207988641999504	0.9329954954954955	0.7180831611335456	0.8220720713561004
90	0.20158966507639614	0.9428490990990991	0.6674187892192119	0.8314564571724282
91	0.21927408260984105	0.9360923423423423	0.6724321956749078	0.8277027030606886
92	0.19121314603108186	0.9457582582582582	0.6670884076539461	0.8307057055267127
93	0.17953750643286262	0.9508258258258259	0.6594784435209211	0.8329579572419863
94	0.21091008445880077	0.93993993993994	0.7014325671009831	0.8262012010222083
95	0.20503812732997242	0.9390015015015015	0.6864221199854716	0.8352102112841677
96	0.1959739714055448	0.9426614114114115	0.6787110993096063	0.8352102105681961
97	0.20085229051184725	0.9412537537537538	0.6547532836954157	0.8359609611399539
98	0.19677671172597386	0.9419106606606606	0.6729161327665633	0.8355855857645785
99	0.2214934660328759	0.9342154654654654	0.7098260516518945	0.8295795797585725
